episode,reward,length,termination_reason
1,-52.33131148458235,47,Gefallen
2,-56.61847717790839,44,Gefallen
3,-45.480949571250626,47,Gefallen
4,-51.62231540305204,45,Gefallen
5,-31.44951575144441,52,Gefallen
6,-37.2272315909089,48,Gefallen
7,-46.53766118536054,49,Gefallen
8,-28.948340220775208,54,Gefallen
9,-50.80398083068316,45,Gefallen
10,-48.51158972889215,48,Gefallen
11,-50.426332994786655,45,Gefallen
12,-43.5320208956462,47,Gefallen
13,-60.38406014920022,43,Gefallen
14,-35.26490050167395,50,Gefallen
15,-55.264704675977576,43,Gefallen
16,-33.621001974294714,51,Gefallen
17,-34.55676073021404,50,Gefallen
18,-42.81669886013877,46,Gefallen
19,-59.68038135547286,41,Gefallen
20,-44.18220715544099,50,Gefallen
21,-55.47445684190029,43,Gefallen
22,-32.005638871294096,52,Gefallen
23,-52.426355746397086,44,Gefallen
24,-37.19911066389803,48,Gefallen
25,-32.28187431324888,52,Gefallen
26,-52.56361299803583,48,Gefallen
27,-42.329712424775046,46,Gefallen
28,-51.46891963980435,45,Gefallen
29,-56.334351716774854,45,Gefallen
30,-43.17222768352281,45,Gefallen
