episode,reward,length,termination_reason
1,63.97923230814405,160,Hochgeflogen
2,88.89196015835242,163,Hochgeflogen
3,66.24177979651031,152,Hochgeflogen
4,29.463129955880305,139,Hochgeflogen
5,-20.02562573813404,108,Hochgeflogen
6,8.306462961318559,115,Hochgeflogen
7,44.46041476342765,147,Hochgeflogen
8,54.12626577603868,148,Hochgeflogen
9,42.08001160281461,144,Hochgeflogen
10,66.35842272665556,155,Hochgeflogen
11,90.65409787801477,165,Hochgeflogen
12,69.48986714217665,151,Hochgeflogen
13,20.225787351665105,137,Hochgeflogen
14,74.40304938011715,154,Hochgeflogen
15,45.077113069008874,144,Hochgeflogen
16,23.137546274213022,139,Hochgeflogen
17,16.633359102628106,136,Hochgeflogen
18,99.75816821362471,187,Hochgeflogen
19,76.3592239831082,155,Hochgeflogen
20,25.67407383681632,138,Hochgeflogen
21,4.797877345260119,113,Hochgeflogen
22,17.730289801695818,139,Hochgeflogen
23,55.07093169745974,148,Hochgeflogen
24,67.57405220536961,154,Hochgeflogen
25,-14.140296697273442,110,Hochgeflogen
26,29.1334287598292,139,Hochgeflogen
27,98.07789639904166,173,Hochgeflogen
28,97.78930055150337,187,Hochgeflogen
29,41.32812067491318,143,Hochgeflogen
30,-11.290799388191516,105,Hochgeflogen
