episode,reward,length,termination_reason
1,-31.82682572858404,52,Gefallen
2,-33.19517084456395,51,Gefallen
3,-43.29944738084603,48,Gefallen
4,-34.9358309772324,51,Gefallen
5,-61.899939529005174,42,Gefallen
6,-40.67806824587366,47,Gefallen
7,-37.94048125804525,50,Gefallen
8,-34.771894655693316,51,Gefallen
9,-29.465003080324365,54,Gefallen
10,-60.73791209265589,42,Gefallen
11,-49.920495789106624,47,Gefallen
12,-27.682895400563567,55,Gefallen
13,-48.61097718887446,48,Gefallen
14,-29.045035749753012,54,Gefallen
15,-27.26769742805827,55,Gefallen
16,-46.338687554002675,48,Gefallen
17,-46.97230027645192,48,Gefallen
18,-28.145292600190672,55,Gefallen
19,-62.089926522460686,41,Gefallen
20,-53.43222073281276,44,Gefallen
21,-37.253152850540936,49,Gefallen
22,-31.300166802383544,53,Gefallen
23,-36.11423929026931,49,Gefallen
24,-57.01858817773489,45,Gefallen
25,-35.241531033410965,50,Gefallen
26,-45.85217232964077,46,Gefallen
27,-43.847037530626714,46,Gefallen
28,-36.24877836451445,49,Gefallen
29,-33.944291568686594,51,Gefallen
30,-33.39930230785201,51,Gefallen
