episode,reward,length,termination_reason
1,-47.3171639156041,45,Gefallen
2,-31.33878008182549,53,Gefallen
3,-26.267071081013626,56,Gefallen
4,-29.791341223580204,53,Gefallen
5,-52.12388227764236,45,Gefallen
6,-37.94309443793131,48,Gefallen
7,-35.70306180212846,50,Gefallen
8,-36.386968658309705,49,Gefallen
9,-41.52014262202908,47,Gefallen
10,-30.00919561451316,53,Gefallen
11,-32.90797932790217,51,Gefallen
12,-35.42524561087815,50,Gefallen
13,-54.283304993429105,45,Gefallen
14,-34.15329755547299,50,Gefallen
15,-54.04033419116803,43,Gefallen
16,-50.36813602980429,45,Gefallen
17,-37.73306368570758,48,Gefallen
18,-30.314470500213815,53,Gefallen
19,-41.70871758692011,46,Gefallen
20,-53.89460634110176,44,Gefallen
21,-35.70597179330214,49,Gefallen
22,-55.53973492721986,44,Gefallen
23,-37.19083496859153,50,Gefallen
24,-48.10264953945299,48,Gefallen
25,-46.83841649303486,46,Gefallen
26,-48.35879997488668,44,Gefallen
27,-43.06000420903971,47,Gefallen
28,-29.79240145195746,53,Gefallen
29,-38.40456483869365,48,Gefallen
30,-34.17451266815631,51,Gefallen
