episode,reward,length,termination_reason
1,-44.63590227240208,45,Gefallen
2,-34.830228979831546,51,Gefallen
3,-37.66094991834626,48,Gefallen
4,-49.38058384815577,47,Gefallen
5,-39.32852006987406,48,Gefallen
6,-44.99187618065108,46,Gefallen
7,-40.6734368016677,47,Gefallen
8,-33.058114822938194,52,Gefallen
9,-34.38995810151816,51,Gefallen
10,-34.415720772594995,51,Gefallen
11,-36.35383894812044,50,Gefallen
12,-33.55291521563568,52,Gefallen
13,-40.34196965652537,47,Gefallen
14,-54.55201061201129,47,Gefallen
15,-44.837360097505176,49,Gefallen
16,-52.31052774647083,45,Gefallen
17,-51.3795006383983,45,Gefallen
18,-53.21358968098857,46,Gefallen
19,-41.48461038383516,46,Gefallen
20,-36.32396886794724,49,Gefallen
21,-43.65125197699316,46,Gefallen
22,-53.58684715046827,46,Gefallen
23,-43.543868708942775,45,Gefallen
24,-33.77672113107489,52,Gefallen
25,-35.11525279302707,51,Gefallen
26,-34.50961489944494,51,Gefallen
27,-31.530570026807638,53,Gefallen
28,-27.552251854930347,55,Gefallen
29,-30.481699616152312,53,Gefallen
30,-51.90182077179828,46,Gefallen
