episode,reward,length,termination_reason
1,-44.53542499054254,63,Gefallen
2,-57.787180195234505,45,Gefallen
3,-57.9970891510208,44,Gefallen
4,-51.31341730267246,46,Gefallen
5,-45.15008125963141,57,Gefallen
6,-34.81911407825234,59,Gefallen
7,-57.35726460723844,60,Gefallen
8,-51.61501265699448,45,Gefallen
9,-58.26889875136224,44,Gefallen
10,-47.279039853998945,47,Gefallen
11,-29.622463286487033,53,Gefallen
12,-32.84520501104049,58,Gefallen
13,-61.05153002879799,42,Gefallen
14,-52.208194833327376,52,Gefallen
15,-28.35266159347067,61,Gefallen
16,-43.04628569452044,49,Gefallen
17,-32.28742505046381,67,Gefallen
18,-35.683839767604326,51,Gefallen
19,-55.83985546116341,45,Gefallen
20,-33.60912468775771,63,Gefallen
21,-42.391445076799286,65,Gefallen
22,-61.40340182832577,46,Gefallen
23,-54.13688682788972,57,Gefallen
24,-48.58410993043541,53,Gefallen
25,-32.42167522872002,59,Gefallen
26,-44.6689349611212,48,Gefallen
27,-26.634246335953264,56,Gefallen
28,-32.34062967354862,52,Gefallen
29,-30.247560214507047,53,Gefallen
30,-29.773521345163857,53,Gefallen
