episode,reward,length,termination_reason
1,-26.9917299026296,56,Gefallen
2,-26.72919508664819,56,Gefallen
3,-31.569148388404074,52,Gefallen
4,-32.35662860783316,52,Gefallen
5,-61.41571875800502,41,Gefallen
6,-55.423814233692944,47,Gefallen
7,-30.35148458709442,53,Gefallen
8,-56.340487333890735,43,Gefallen
9,-33.47494298090763,57,Gefallen
10,-55.53967453663896,44,Gefallen
11,-38.66293903437324,48,Gefallen
12,-32.73704753813175,52,Gefallen
13,-33.842949527653374,52,Gefallen
14,-43.86900262649773,49,Gefallen
15,-49.51821850846428,51,Gefallen
16,-35.30570295509739,50,Gefallen
17,-32.592476168373565,52,Gefallen
18,-54.868576025839644,47,Gefallen
19,-37.019618697199114,50,Gefallen
20,-44.678215787956795,50,Gefallen
21,-59.20768764272185,47,Gefallen
22,-37.36909753150933,51,Gefallen
23,-37.60487459269415,50,Gefallen
24,-57.501313461154616,43,Gefallen
25,-58.2282966089775,43,Gefallen
26,-25.373115713243138,57,Gefallen
27,-33.013510747970145,52,Gefallen
28,-35.741728562874854,60,Gefallen
29,-36.56159120438681,53,Gefallen
30,-63.30409296741273,40,Gefallen
