episode,reward,length,termination_reason
1,-36.46843371450012,49,Gefallen
2,-58.88058307432043,43,Gefallen
3,-34.80883021753128,50,Gefallen
4,-37.48390993063068,49,Gefallen
5,-41.042014561209314,49,Gefallen
6,-55.02854011967782,46,Gefallen
7,-59.10202946445561,43,Gefallen
8,-51.87913538805267,48,Gefallen
9,-43.42573694396088,46,Gefallen
10,-43.624880842933074,49,Gefallen
11,-35.74210069778162,50,Gefallen
12,-51.18705169026075,46,Gefallen
13,-51.68437916965811,48,Gefallen
14,-35.672955140862214,49,Gefallen
15,-33.76213353820155,51,Gefallen
16,-51.502862041657636,44,Gefallen
17,-50.49047748238497,46,Gefallen
18,-32.61306093390412,51,Gefallen
19,-36.42481428034891,49,Gefallen
20,-38.15099193187522,48,Gefallen
21,-34.06537008245786,50,Gefallen
22,-30.54704566725343,53,Gefallen
23,-33.684754104586474,51,Gefallen
24,-51.022575887492245,44,Gefallen
25,-31.08672238828285,53,Gefallen
26,-35.275595312189225,50,Gefallen
27,-39.14776647937288,50,Gefallen
28,-36.37475412620628,49,Gefallen
29,-61.01170537971327,42,Gefallen
30,-48.18963904695505,47,Gefallen
