episode,reward,length,termination_reason
1,-26.439506523078677,60,Gefallen
2,-32.51885644931454,53,Gefallen
3,-34.288188893132,51,Gefallen
4,-26.790923155208873,58,Gefallen
5,-27.674031640461067,69,Gefallen
6,-34.441744273476374,58,Gefallen
7,-24.12047019916794,70,Gefallen
8,-59.12044608900371,44,Gefallen
9,-45.30859053621004,60,Gefallen
10,-33.104339304112486,66,Gefallen
11,-28.77206662764047,68,Gefallen
12,-33.93078622317664,57,Gefallen
13,-28.767465987056838,57,Gefallen
14,-62.13144791716188,51,Gefallen
15,-29.385126586279483,54,Gefallen
16,-36.88453530874104,60,Gefallen
17,-31.35092333444527,63,Gefallen
18,-28.317860130312923,54,Gefallen
19,-58.43570537841758,60,Gefallen
20,-57.65810116536132,43,Gefallen
21,-42.57632266297804,63,Gefallen
22,-43.45734226095341,56,Gefallen
23,-36.1152830843559,60,Gefallen
24,-36.82609143969818,64,Gefallen
25,-38.17329239176586,62,Gefallen
26,-35.67640513798253,50,Gefallen
27,-35.16074983691307,51,Gefallen
28,-28.991682862001937,61,Gefallen
29,-31.045311917384325,64,Gefallen
30,-53.44145756235599,46,Gefallen
