episode,reward,length,termination_reason
1,386.5116883785599,5000,Timeout
2,386.5664052638741,5000,Timeout
3,341.8746270716724,5000,Timeout
4,403.66930891014573,5000,Timeout
5,364.6162453599303,5000,Timeout
6,395.5278731264019,5000,Timeout
7,342.9577213945539,5000,Timeout
8,417.1164086445683,5000,Timeout
9,328.717004188731,5000,Timeout
10,303.3002420027415,5000,Timeout
11,-48.2473679712025,62,Gefallen
12,348.3463627743015,5000,Timeout
13,367.84089761890357,5000,Timeout
14,-31.775076615244828,66,Gefallen
15,-47.26668809476948,57,Gefallen
16,421.83337796382466,5000,Timeout
17,-24.93714573250638,73,Gefallen
18,343.5382549342077,5000,Timeout
19,356.0158980609891,5000,Timeout
20,358.25788211092873,5000,Timeout
21,-37.064015280408526,69,Gefallen
22,347.1788690755639,5000,Timeout
23,363.844145737047,5000,Timeout
24,-30.62376256185489,70,Gefallen
25,375.52394992022556,5000,Timeout
26,347.09694562212513,5000,Timeout
27,356.88597105507387,5000,Timeout
28,-22.982076457911887,74,Gefallen
29,354.62245016755173,5000,Timeout
30,-25.062043564403893,72,Gefallen
