episode,reward,length,termination_reason
1,-62.00651270122148,41,Gefallen
2,-45.64756725257658,45,Gefallen
3,-43.29931846774332,49,Gefallen
4,-40.17066823506271,47,Gefallen
5,-30.29322693994139,53,Gefallen
6,-37.6375129807288,51,Gefallen
7,-40.23526108734217,47,Gefallen
8,-50.334456379733744,44,Gefallen
9,-58.7681825170463,43,Gefallen
10,-40.19263632059921,46,Gefallen
11,-44.18766971883288,49,Gefallen
12,-33.353762802778306,51,Gefallen
13,-36.55260615927447,49,Gefallen
14,-52.620965161881266,45,Gefallen
15,-35.3251648457678,50,Gefallen
16,-59.67640330269775,44,Gefallen
17,-40.38807930404825,48,Gefallen
18,-30.223378204565137,53,Gefallen
19,-36.00507632132942,49,Gefallen
20,-61.052979568590715,43,Gefallen
21,-28.76278052671016,54,Gefallen
22,-41.20692580075522,49,Gefallen
23,-33.61021218625356,51,Gefallen
24,-55.89373255617012,44,Gefallen
25,-61.04472889955705,42,Gefallen
26,-44.86077082703073,46,Gefallen
27,-30.260754976332322,53,Gefallen
28,-34.909795330821595,51,Gefallen
29,-37.0455735426163,48,Gefallen
30,-35.397071115208476,50,Gefallen
