episode,reward,length,termination_reason
1,-33.671022731061086,51,Gefallen
2,-34.31599307551599,50,Gefallen
3,-37.92442045062672,52,Gefallen
4,-62.16978585517154,40,Gefallen
5,-56.62352603531498,43,Gefallen
6,-43.44665742484048,45,Gefallen
7,-38.953979985521556,50,Gefallen
8,-33.28496387292445,52,Gefallen
9,-39.44864965440689,50,Gefallen
10,-55.45371851355732,42,Gefallen
11,-36.00675546310535,50,Gefallen
12,-38.019087271555094,48,Gefallen
13,-31.910659422298593,52,Gefallen
14,-57.115877702268975,46,Gefallen
15,-28.46612037769725,54,Gefallen
16,-34.61312756804891,51,Gefallen
17,-37.896653124849095,48,Gefallen
18,-40.926522063853945,49,Gefallen
19,-31.95047237862481,52,Gefallen
20,-34.27005164384387,50,Gefallen
21,-45.470585030078176,46,Gefallen
22,-30.84865206455254,53,Gefallen
23,-55.856977591704684,43,Gefallen
24,-34.29232241801898,51,Gefallen
25,-35.67112051453887,49,Gefallen
26,-50.67316827023919,46,Gefallen
27,-32.254214881634354,52,Gefallen
28,-47.505385284876624,44,Gefallen
29,-60.840226506401116,41,Gefallen
30,-50.791819349448396,48,Gefallen
