episode,reward,length,termination_reason
1,-34.33178255564812,50,Gefallen
2,-33.7261877211408,51,Gefallen
3,-43.99733453347685,49,Gefallen
4,-56.919540093856135,46,Gefallen
5,-39.035026576680806,48,Gefallen
6,-53.963320066565664,43,Gefallen
7,-34.84051048573234,50,Gefallen
8,-45.96486739644577,46,Gefallen
9,-37.690317318497655,48,Gefallen
10,-49.66446603107732,45,Gefallen
11,-41.13578848528921,46,Gefallen
12,-61.14669574362112,41,Gefallen
13,-53.40116561339753,45,Gefallen
14,-40.57638644597154,48,Gefallen
15,-35.43396635430685,50,Gefallen
16,-44.37209431881497,45,Gefallen
17,-58.99907065752444,44,Gefallen
18,-46.65940464364764,47,Gefallen
19,-35.32985715512076,50,Gefallen
20,-59.44918257158671,42,Gefallen
21,-57.71985776881007,45,Gefallen
22,-50.62633747328123,45,Gefallen
23,-50.080827368849235,44,Gefallen
24,-51.9175800022098,44,Gefallen
25,-31.424115599649966,52,Gefallen
26,-37.205103761455376,48,Gefallen
27,-62.02250369381175,42,Gefallen
28,-35.996322769852426,51,Gefallen
29,-55.23832288385961,47,Gefallen
30,-31.966551527262766,53,Gefallen
