episode,reward,length,termination_reason
1,-37.59237038878719,50,Gefallen
2,-62.6231985472622,41,Gefallen
3,-34.34124252864481,50,Gefallen
4,-37.955940809631926,48,Gefallen
5,-31.510101901789582,52,Gefallen
6,-39.012562543176685,49,Gefallen
7,-53.93306377894585,44,Gefallen
8,-39.196828858117414,48,Gefallen
9,-29.859176405745345,53,Gefallen
10,-50.813893724591765,46,Gefallen
11,-29.81823352691866,54,Gefallen
12,-57.22896070088753,43,Gefallen
13,-29.961887658158474,53,Gefallen
14,-48.00608078738622,45,Gefallen
15,-57.138389638610796,43,Gefallen
16,-33.93633111063282,51,Gefallen
17,-36.01372373117337,49,Gefallen
18,-47.69497248571056,45,Gefallen
19,-32.10654788405941,52,Gefallen
20,-35.30451180856352,50,Gefallen
21,-54.28394368153195,46,Gefallen
22,-42.885055544287525,48,Gefallen
23,-54.43386935499391,45,Gefallen
24,-45.681034749874485,48,Gefallen
25,-50.62516528338526,44,Gefallen
26,-29.27135218592278,54,Gefallen
27,-30.31822451005101,53,Gefallen
28,-56.81886971172709,45,Gefallen
29,-62.90737556952156,41,Gefallen
30,-59.795696092197595,42,Gefallen
