episode,reward,length,termination_reason
1,-52.72429923254454,44,Gefallen
2,-41.880324344768404,48,Gefallen
3,-57.07996242382851,42,Gefallen
4,-53.47281599324382,46,Gefallen
5,-28.32005682210351,54,Gefallen
6,-37.32682708343998,50,Gefallen
7,-28.871998936328836,54,Gefallen
8,-33.720598115550615,51,Gefallen
9,-36.6639489405731,49,Gefallen
10,-43.522274286337684,47,Gefallen
11,-38.53299092911275,48,Gefallen
12,-33.297845763192925,51,Gefallen
13,-60.05290782932081,41,Gefallen
14,-35.847646575793576,55,Gefallen
15,-43.76433360446991,50,Gefallen
16,-52.7097965645977,47,Gefallen
17,-48.95473141977827,45,Gefallen
18,-36.303128484887985,50,Gefallen
19,-40.81430712580491,47,Gefallen
20,-33.569785389045535,51,Gefallen
21,-31.959924817532297,52,Gefallen
22,-33.44779987388473,52,Gefallen
23,-47.892581195688905,47,Gefallen
24,-53.72180073943135,44,Gefallen
25,-33.81202588478327,51,Gefallen
26,-34.25996049018451,55,Gefallen
27,-26.733603529333976,56,Gefallen
28,-34.656365589304514,51,Gefallen
29,-40.91625045191734,50,Gefallen
30,-37.18476609167491,49,Gefallen
