episode,reward,length,termination_reason
1,-25.376041454442927,71,Gefallen
2,-47.67989314762427,62,Gefallen
3,-29.899512399668822,57,Gefallen
4,-51.133494131300225,48,Gefallen
5,-42.38206617699799,49,Gefallen
6,-29.25173305941729,55,Gefallen
7,-20.12217842855881,96,Gefallen
8,-32.898056175233066,65,Gefallen
9,-29.264080028877032,55,Gefallen
10,-44.318946261544326,49,Gefallen
11,-29.129436866555423,66,Gefallen
12,-53.5871503885351,47,Gefallen
13,-59.03990891115583,45,Gefallen
14,-33.37070956216185,62,Gefallen
15,-28.51204270487436,68,Gefallen
16,-43.951651275957154,48,Gefallen
17,-29.12935983262136,55,Gefallen
18,-23.810618525291204,94,Gefallen
19,-27.01247982710302,55,Gefallen
20,-36.002713458051005,63,Gefallen
21,-42.43863540657766,49,Gefallen
22,-47.83680989631341,63,Gefallen
23,-32.02650199636146,53,Gefallen
24,-29.904886460087795,53,Gefallen
25,-43.037305366352264,49,Gefallen
26,-12.568177365427488,100,Gefallen
27,-42.67963231442109,59,Gefallen
28,-52.68070625485445,54,Gefallen
29,-31.4779477313824,56,Gefallen
30,-27.55353084635891,58,Gefallen
