episode,reward,length,termination_reason
1,-55.504259009656735,61,Gefallen
2,-33.99541364040451,62,Gefallen
3,-35.58863178366262,52,Gefallen
4,-30.48570002496284,59,Gefallen
5,-31.0801244043287,60,Gefallen
6,-33.03108386112537,64,Gefallen
7,-27.833731392952046,56,Gefallen
8,-31.609390512747254,63,Gefallen
9,-35.156250440468014,63,Gefallen
10,-37.28406735032973,50,Gefallen
11,-27.821157060943094,89,Gefallen
12,-46.89706244874664,66,Gefallen
13,-28.05649291896046,69,Gefallen
14,-27.64549113930657,69,Gefallen
15,-27.04409511486888,55,Gefallen
16,-58.76441615325389,43,Gefallen
17,-46.61124207778614,58,Gefallen
18,-48.96259399068908,48,Gefallen
19,-41.484771424325146,62,Gefallen
20,-27.234849186898217,69,Gefallen
21,-44.11048167435967,63,Gefallen
22,-33.66832510708569,60,Gefallen
23,-61.81031839879631,53,Gefallen
24,-44.519559515639656,60,Gefallen
25,-27.891067278418788,55,Gefallen
26,-27.616560590323843,61,Gefallen
27,-30.25525733494179,91,Gefallen
28,-19.964429172160536,95,Gefallen
29,-34.812598755190564,65,Gefallen
30,-31.44530597871197,66,Gefallen
