episode,reward,length,termination_reason
1,-59.368800844929595,42,Gefallen
2,-31.631296910374544,52,Gefallen
3,-42.70724598194025,50,Gefallen
4,-47.42743657306101,47,Gefallen
5,-32.281156627951916,52,Gefallen
6,-28.943583239904896,54,Gefallen
7,-34.23788151093294,51,Gefallen
8,-36.82783893448806,49,Gefallen
9,-60.3159284429841,41,Gefallen
10,-38.30433916713126,50,Gefallen
11,-27.957768094785692,55,Gefallen
12,-37.409290004941404,51,Gefallen
13,-51.00346917340482,47,Gefallen
14,-40.541677845607865,49,Gefallen
15,-40.17016249494048,48,Gefallen
16,-48.61505185365178,47,Gefallen
17,-39.554991658254586,50,Gefallen
18,-54.378906808080394,43,Gefallen
19,-40.889956304914335,46,Gefallen
20,-60.66797075316318,43,Gefallen
21,-31.35064230345482,52,Gefallen
22,-43.803544962808914,48,Gefallen
23,-28.143011434485302,55,Gefallen
24,-42.79394147540399,49,Gefallen
25,-32.08663210337019,52,Gefallen
26,-50.840702647293185,46,Gefallen
27,-38.93118843157823,47,Gefallen
28,-47.757906003133826,49,Gefallen
29,-46.378052238448824,47,Gefallen
30,-59.0222316378683,42,Gefallen
