episode,reward,length,termination_reason
1,-56.68428322485384,45,Gefallen
2,-27.73132536331103,55,Gefallen
3,-29.363313351092984,54,Gefallen
4,-44.08902099263885,48,Gefallen
5,-48.78557738433972,44,Gefallen
6,-30.207551894945723,53,Gefallen
7,-40.93777209592846,47,Gefallen
8,-27.743246734378772,55,Gefallen
9,-37.45956109825425,48,Gefallen
10,-36.14948561151352,49,Gefallen
11,-30.47914781843643,53,Gefallen
12,-50.369931795108606,46,Gefallen
13,-32.8552498348902,52,Gefallen
14,-33.669592997848454,51,Gefallen
15,-41.41241674838546,48,Gefallen
16,-48.404134910056264,48,Gefallen
17,-33.25039511100893,51,Gefallen
18,-32.19706900497367,52,Gefallen
19,-51.9174508233468,44,Gefallen
20,-61.69154522886748,42,Gefallen
21,-57.05826857637876,45,Gefallen
22,-36.328311752777175,49,Gefallen
23,-28.22103873082878,55,Gefallen
24,-52.540272103309746,45,Gefallen
25,-49.00092572365762,45,Gefallen
26,-35.96881441900183,49,Gefallen
27,-33.77911258148272,51,Gefallen
28,-43.61924962987714,47,Gefallen
29,-37.71585840811912,49,Gefallen
30,-54.75157717279333,47,Gefallen
