episode,reward,length,termination_reason
1,-29.74266544425204,53,Gefallen
2,-48.076973879088804,45,Gefallen
3,-31.854859942018365,52,Gefallen
4,-46.103990287018505,45,Gefallen
5,-44.661526631675784,46,Gefallen
6,-35.40875904368431,50,Gefallen
7,-41.264603391632136,46,Gefallen
8,-35.19684631768908,50,Gefallen
9,-56.20313155339441,46,Gefallen
10,-38.10689248350624,49,Gefallen
11,-42.957456948662475,50,Gefallen
12,-51.98221292250492,44,Gefallen
13,-34.16558144437926,50,Gefallen
14,-31.838471885335878,52,Gefallen
15,-33.149801831073944,52,Gefallen
16,-44.7169379671428,45,Gefallen
17,-55.612086569522646,44,Gefallen
18,-27.10167063986634,55,Gefallen
19,-36.05593533660642,50,Gefallen
20,-39.436556543440574,47,Gefallen
21,-36.75676384240955,52,Gefallen
22,-37.23573003641678,49,Gefallen
23,-52.964026428815444,43,Gefallen
24,-28.749102147285583,55,Gefallen
25,-43.2294601296002,46,Gefallen
26,-51.444191263260414,46,Gefallen
27,-38.93863811365056,47,Gefallen
28,-50.814599268772206,45,Gefallen
29,-37.128321652575586,49,Gefallen
30,-34.92304896336249,50,Gefallen
