episode,reward,length,termination_reason
1,-32.320601440523845,73,Gefallen
2,2728.5358497976113,5000,Timeout
3,2672.3684407329833,5000,Timeout
4,2726.2944447690566,5000,Timeout
5,-56.78794175569634,67,Gefallen
6,-35.641655496985805,106,Gefallen
7,2561.9331650725635,5000,Timeout
8,2665.7627217640197,5000,Timeout
9,2605.366593510173,5000,Timeout
10,2651.0893267313095,5000,Timeout
11,2582.5236980858417,5000,Timeout
12,-15.82166889833762,109,Gefallen
13,2586.314203375887,5000,Timeout
14,-17.82542696928563,108,Gefallen
15,-34.20966572019152,107,Gefallen
16,2811.2070600161705,5000,Timeout
17,2561.4990349086675,5000,Timeout
18,-30.133683844347274,73,Gefallen
19,-28.98012704158039,74,Gefallen
20,2623.5441441156145,5000,Timeout
21,2675.5658803363085,5000,Timeout
22,2732.137692878693,5000,Timeout
23,2668.417147784785,5000,Timeout
24,-17.176976768097163,108,Gefallen
25,-19.688964260752115,108,Gefallen
26,2664.6716034164297,5000,Timeout
27,2652.7708488935914,5000,Timeout
28,2603.5391258962322,5000,Timeout
29,2655.4846351046517,5000,Timeout
30,-40.60167393789714,72,Gefallen
