episode,reward,length,termination_reason
1,129.6326846376935,226,Hochgeflogen
2,54.474233422439426,178,Hochgeflogen
3,109.6232532523702,199,Hochgeflogen
4,128.73456072720865,230,Hochgeflogen
5,82.06113173530389,228,Hochgeflogen
6,111.81165601239576,201,Hochgeflogen
7,99.02284021641398,191,Hochgeflogen
8,74.57032006931891,187,Hochgeflogen
9,36.00605305211755,178,Hochgeflogen
10,43.388728721543885,175,Hochgeflogen
11,59.87811192521309,185,Hochgeflogen
12,100.61073656867916,232,Hochgeflogen
13,37.543291899851,154,Hochgeflogen
14,100.93286754567691,192,Hochgeflogen
15,93.7398070699463,230,Hochgeflogen
16,50.67624120648776,181,Hochgeflogen
17,47.384943234208464,177,Hochgeflogen
18,105.38261786056103,195,Hochgeflogen
19,69.77258124599354,183,Hochgeflogen
20,86.16903029997013,226,Hochgeflogen
21,125.04029516473932,230,Hochgeflogen
22,93.15084879406226,190,Hochgeflogen
23,96.71772703533765,198,Hochgeflogen
24,74.42125473969782,184,Hochgeflogen
25,109.40185668397112,230,Hochgeflogen
26,81.39532146104378,191,Hochgeflogen
27,66.60940599980344,183,Hochgeflogen
28,80.91283723158637,226,Hochgeflogen
29,126.69376385926086,225,Hochgeflogen
30,104.52071124068351,192,Hochgeflogen
