episode,reward,length,termination_reason
1,-32.79375808714012,51,Gefallen
2,-27.891937892217044,55,Gefallen
3,-47.54739246872816,47,Gefallen
4,-33.99201689998962,52,Gefallen
5,-56.56846144172669,45,Gefallen
6,-35.40320365346298,50,Gefallen
7,-37.17544332690184,48,Gefallen
8,-35.72476538770415,50,Gefallen
9,-56.31859946049267,44,Gefallen
10,-39.22733972194554,47,Gefallen
11,-42.7712378766479,47,Gefallen
12,-50.958145954564365,47,Gefallen
13,-41.67074962671247,47,Gefallen
14,-32.006129665134125,52,Gefallen
15,-57.9502720426016,45,Gefallen
16,-30.61898593474355,53,Gefallen
17,-47.767899364067645,46,Gefallen
18,-52.24483650398959,44,Gefallen
19,-52.06169819263375,44,Gefallen
20,-62.04635294515624,41,Gefallen
21,-40.898402220819726,48,Gefallen
22,-50.61643514075411,44,Gefallen
23,-30.15470219543512,53,Gefallen
24,-29.340979822432615,54,Gefallen
25,-42.144838102114214,50,Gefallen
26,-47.11673011956542,46,Gefallen
27,-55.27110984214909,47,Gefallen
28,-46.48567465124182,48,Gefallen
29,-61.41472000797831,42,Gefallen
30,-26.062814670378742,56,Gefallen
