episode,reward,length,termination_reason
1,259.11405684750656,5000,Timeout
2,265.9618338572565,5000,Timeout
3,300.80038196093585,5000,Timeout
4,218.98768555406252,5000,Timeout
5,223.84035256242794,5000,Timeout
6,243.26046393455357,5000,Timeout
7,272.9754435320528,5000,Timeout
8,253.5950445519054,5000,Timeout
9,275.70299839822326,5000,Timeout
10,267.11838290319696,5000,Timeout
11,293.06079848273765,5000,Timeout
12,270.10876957234615,5000,Timeout
13,264.21639112513697,5000,Timeout
14,254.2032770375818,5000,Timeout
15,283.53562567093263,5000,Timeout
16,225.95459125782162,5000,Timeout
17,260.6438518251365,5000,Timeout
18,301.12769141012,5000,Timeout
19,244.9958043564276,5000,Timeout
20,237.57006565476678,5000,Timeout
21,278.9188812125723,5000,Timeout
22,272.08422865573533,5000,Timeout
23,258.2936761502333,5000,Timeout
24,242.21640575262737,5000,Timeout
25,248.75541725078685,5000,Timeout
26,271.9217181834512,5000,Timeout
27,246.73185673793617,5000,Timeout
28,268.63610653501206,5000,Timeout
29,284.884622071774,5000,Timeout
30,252.84963469457463,5000,Timeout
