episode,reward,length,termination_reason
1,-48.46319699906609,46,Gefallen
2,-56.60331175411553,56,Gefallen
3,-53.696405815015474,45,Gefallen
4,-45.46356252473272,47,Gefallen
5,-34.69732010994346,50,Gefallen
6,-55.20922440087743,44,Gefallen
7,-29.341913390178107,54,Gefallen
8,-43.225161139515066,50,Gefallen
9,-35.31662957694708,54,Gefallen
10,-34.753850340120024,51,Gefallen
11,-48.378064148771294,45,Gefallen
12,-57.37584662014763,45,Gefallen
13,-39.57835039007209,51,Gefallen
14,-37.80586249209166,52,Gefallen
15,-59.06585758327651,50,Gefallen
16,-29.470841299311104,54,Gefallen
17,-41.14135219937862,50,Gefallen
18,-25.927094658097616,56,Gefallen
19,-47.95927512865842,59,Gefallen
20,-50.436944785078985,47,Gefallen
21,-38.62080678238353,63,Gefallen
22,-56.25322302666809,44,Gefallen
23,-31.06152755006609,53,Gefallen
24,-54.97792466155577,44,Gefallen
25,-56.08978593856539,45,Gefallen
26,-27.95114995922343,55,Gefallen
27,-50.063051338382856,47,Gefallen
28,-57.9085658099922,43,Gefallen
29,-31.72658511032435,52,Gefallen
30,-39.80762155626101,51,Gefallen
