episode,reward,length,termination_reason
1,-40.95549285736905,64,Gefallen
2,-42.90487866840528,67,Gefallen
3,-35.38052415748899,64,Gefallen
4,-34.08751103471728,64,Gefallen
5,-54.67316794959705,45,Gefallen
6,-35.569782342944976,67,Gefallen
7,9113.957909789107,5000,Timeout
8,-29.17136938880799,55,Gefallen
9,-32.37508796776709,64,Gefallen
10,-33.639321784868244,61,Gefallen
11,-48.25278231403018,54,Gefallen
12,-48.54757943882328,63,Gefallen
13,-19.870524005801073,98,Gefallen
14,-32.179580733641515,67,Gefallen
15,-25.56643155336333,62,Gefallen
16,-54.49590749505907,46,Gefallen
17,9085.982693600701,5000,Timeout
18,-46.342025471843,66,Gefallen
19,-45.64338359700953,95,Gefallen
20,-40.763033526103314,63,Gefallen
21,-28.98725181688765,69,Gefallen
22,-45.88284771443559,48,Gefallen
23,-50.17220329365484,48,Gefallen
24,-60.52094753366456,50,Gefallen
25,-23.131871622018778,92,Gefallen
26,-32.71982338347517,52,Gefallen
27,-50.63964224553782,63,Gefallen
28,-45.8422814559701,49,Gefallen
29,-28.994806231668633,66,Gefallen
30,-45.31509428280558,50,Gefallen
