episode,reward,length,termination_reason
1,-34.36152033041839,52,Gefallen
2,-41.13500474685864,49,Gefallen
3,-35.06281088617979,50,Gefallen
4,-59.372536186360044,42,Gefallen
5,-29.4730255326527,54,Gefallen
6,-29.291253510194252,54,Gefallen
7,-54.87531144995068,44,Gefallen
8,-48.38543804864196,46,Gefallen
9,-52.84000955101756,44,Gefallen
10,-52.108514456932795,46,Gefallen
11,-44.10898390390602,46,Gefallen
12,-40.941658089314686,49,Gefallen
13,-31.200338076232995,53,Gefallen
14,-32.99220876334887,52,Gefallen
15,-41.756014675864876,46,Gefallen
16,-33.1295740741311,52,Gefallen
17,-36.516877796771325,49,Gefallen
18,-55.532817213053285,47,Gefallen
19,-32.10764345111828,52,Gefallen
20,-27.308311463722745,55,Gefallen
21,-41.7694536990249,47,Gefallen
22,-34.29572970120624,50,Gefallen
23,-36.28568877539034,49,Gefallen
24,-44.21087789442727,47,Gefallen
25,-59.3751453907436,43,Gefallen
26,-43.14054380819343,47,Gefallen
27,-52.563660803631684,46,Gefallen
28,-40.00139582353716,50,Gefallen
29,-39.227954785604595,51,Gefallen
30,-53.6668457604951,43,Gefallen
