episode,reward,length,termination_reason
1,-56.204238923156616,46,Gefallen
2,-32.78061543165266,51,Gefallen
3,-29.782466965940074,54,Gefallen
4,-36.72312251140404,49,Gefallen
5,-33.35002503008714,51,Gefallen
6,-27.746108778470898,55,Gefallen
7,-41.89766610816858,47,Gefallen
8,-40.530756714211655,47,Gefallen
9,-41.42696901472605,48,Gefallen
10,-39.034063365899584,48,Gefallen
11,-32.0926250209486,52,Gefallen
12,-33.96340545901468,51,Gefallen
13,-41.650713312076554,47,Gefallen
14,-43.26810367704628,46,Gefallen
15,-56.133100956226016,43,Gefallen
16,-48.86498347086447,46,Gefallen
17,-41.510471697854605,47,Gefallen
18,-48.729675870579335,48,Gefallen
19,-38.85237745465009,48,Gefallen
20,-42.4504351334861,46,Gefallen
21,-57.19514749461293,42,Gefallen
22,-26.8721993242944,56,Gefallen
23,-34.295929047619595,50,Gefallen
24,-54.670683536012106,46,Gefallen
25,-48.52248192252863,47,Gefallen
26,-37.48999324434489,48,Gefallen
27,-32.875370398738085,51,Gefallen
28,-28.44152530225115,54,Gefallen
29,-34.98073128143572,50,Gefallen
30,-30.84687208762641,53,Gefallen
