episode,reward,length,termination_reason
1,-33.493012412616636,51,Gefallen
2,-41.2013245554442,46,Gefallen
3,-33.335352424080995,52,Gefallen
4,-33.057432357034,51,Gefallen
5,-51.193613424845466,44,Gefallen
6,-61.548323145694944,42,Gefallen
7,-32.62612061490526,51,Gefallen
8,-36.20018742205177,49,Gefallen
9,-52.431801858839,46,Gefallen
10,-47.3287902284492,47,Gefallen
11,-51.976171602797116,44,Gefallen
12,-38.17943334899184,48,Gefallen
13,-28.17625655979856,55,Gefallen
14,-39.33218847220539,49,Gefallen
15,-45.01487133311738,45,Gefallen
16,-32.33547683057425,52,Gefallen
17,-31.93859795969611,52,Gefallen
18,-46.58151762793937,47,Gefallen
19,-52.156756123942316,48,Gefallen
20,-37.77230512069289,48,Gefallen
21,-57.723846692251115,44,Gefallen
22,-59.149170697982484,41,Gefallen
23,-37.71303700792107,49,Gefallen
24,-36.69642644332687,49,Gefallen
25,-31.26910230737076,52,Gefallen
26,-43.76052002157177,45,Gefallen
27,-39.48376044149712,48,Gefallen
28,-53.30632720578856,45,Gefallen
29,-42.911637818309266,50,Gefallen
30,-44.83777720472231,45,Gefallen
