episode,reward,length,termination_reason
1,-44.40688571437655,49,Gefallen
2,-51.02871720322919,47,Gefallen
3,-53.91675672515683,44,Gefallen
4,-53.96218022400693,43,Gefallen
5,-27.01453942923304,56,Gefallen
6,-61.209356362217065,42,Gefallen
7,-30.84074541112048,53,Gefallen
8,-32.75662535169515,52,Gefallen
9,-37.388408499671065,49,Gefallen
10,-43.409081895506304,47,Gefallen
11,-41.19213632197475,46,Gefallen
12,-59.17587776430051,43,Gefallen
13,-38.675981742454766,47,Gefallen
14,-37.88593451119242,48,Gefallen
15,-30.086298163364376,53,Gefallen
16,-36.60503110164197,49,Gefallen
17,-32.84460762537066,51,Gefallen
18,-27.164422280295653,55,Gefallen
19,-29.55047881484252,54,Gefallen
20,-61.43436952420751,41,Gefallen
21,-38.98275062107856,49,Gefallen
22,-48.917318218385475,47,Gefallen
23,-60.49362460901502,41,Gefallen
24,-31.14193852029541,53,Gefallen
25,-62.03819978260039,42,Gefallen
26,-30.361701344915318,53,Gefallen
27,-55.318819152744595,44,Gefallen
28,-41.31222634022138,47,Gefallen
29,-28.158626526778818,55,Gefallen
30,-34.984696354833716,50,Gefallen
