episode,reward,length,termination_reason
1,-43.22833150890822,49,Gefallen
2,-31.579092858124113,52,Gefallen
3,-37.19954245822696,48,Gefallen
4,-42.293303628715904,46,Gefallen
5,-31.7938084271442,52,Gefallen
6,-30.171890739365963,54,Gefallen
7,-38.449681725715934,48,Gefallen
8,-60.88620038080156,42,Gefallen
9,-54.62020041372156,46,Gefallen
10,-38.50691877515158,47,Gefallen
11,-53.75860339264384,47,Gefallen
12,-36.407257408843066,50,Gefallen
13,-59.77912026001946,43,Gefallen
14,-56.86849914403042,47,Gefallen
15,-33.48414975928682,51,Gefallen
16,-30.29991699779025,53,Gefallen
17,-33.116076842051626,51,Gefallen
18,-46.03491400141878,46,Gefallen
19,-27.0548975068415,56,Gefallen
20,-37.165675427992035,49,Gefallen
21,-27.698425444070978,55,Gefallen
22,-39.238480608478376,47,Gefallen
23,-47.19214321664451,49,Gefallen
24,-31.58949172133255,52,Gefallen
25,-58.31313397483189,45,Gefallen
26,-51.54460013162278,47,Gefallen
27,-34.60891114129224,50,Gefallen
28,-36.06897794371316,49,Gefallen
29,-37.6475690313062,50,Gefallen
30,-41.198045960463276,50,Gefallen
