episode,reward,length,termination_reason
1,-55.69788007002341,47,Gefallen
2,-31.46195512617517,53,Gefallen
3,-39.30436023889703,47,Gefallen
4,-35.862301233711676,49,Gefallen
5,-48.653798656204444,46,Gefallen
6,-27.55580782264019,55,Gefallen
7,-49.60559889442323,45,Gefallen
8,-53.407984662985626,43,Gefallen
9,-42.38095291897946,49,Gefallen
10,-46.33536192821402,46,Gefallen
11,-52.14716883033343,47,Gefallen
12,-39.080974256593414,49,Gefallen
13,-58.55545906548491,43,Gefallen
14,-45.69766549377295,47,Gefallen
15,-55.28275803116664,43,Gefallen
16,-39.825758319030626,47,Gefallen
17,-29.864480346424756,53,Gefallen
18,-35.531779436181154,51,Gefallen
19,-42.16644073658552,46,Gefallen
20,-58.649690591151796,42,Gefallen
21,-34.653603959359316,51,Gefallen
22,-32.25906656073808,52,Gefallen
23,-38.59933059363682,48,Gefallen
24,-52.77559112177904,46,Gefallen
25,-60.56182682374539,43,Gefallen
26,-45.464183202685504,45,Gefallen
27,-28.345295741263172,54,Gefallen
28,-51.18640444450749,44,Gefallen
29,-30.441649796037083,53,Gefallen
30,-41.48983683705725,47,Gefallen
