episode,reward,length,termination_reason
1,-32.22375034352109,53,Gefallen
2,-35.68964467282163,50,Gefallen
3,-60.53104431151475,42,Gefallen
4,-27.61925817940356,55,Gefallen
5,-30.65925985109807,53,Gefallen
6,-48.79043589175348,47,Gefallen
7,-44.10652928936266,48,Gefallen
8,-38.64982067834891,49,Gefallen
9,-33.597695083824405,52,Gefallen
10,-32.519855389318494,56,Gefallen
11,-33.25538136136622,59,Gefallen
12,-28.390300722077626,54,Gefallen
13,-33.10582057486644,51,Gefallen
14,-33.68976020466863,52,Gefallen
15,-44.211054372707245,47,Gefallen
16,-41.91358125582906,47,Gefallen
17,-49.64564438743591,45,Gefallen
18,-39.604660605731205,47,Gefallen
19,-31.40257865498873,53,Gefallen
20,-31.529820343934162,52,Gefallen
21,-54.383650929143975,44,Gefallen
22,-48.93024364465958,48,Gefallen
23,-41.18815736759853,48,Gefallen
24,-58.211560655084355,44,Gefallen
25,-59.0500635942292,43,Gefallen
26,-32.649106946955925,59,Gefallen
27,-33.84765979476961,62,Gefallen
28,-37.65778399168026,50,Gefallen
29,-38.59241378270113,51,Gefallen
30,-27.492981462332637,56,Gefallen
