episode,reward,length,termination_reason
1,3034.0883308390185,5000,Timeout
2,2973.870508250972,5000,Timeout
3,2946.012814099306,5000,Timeout
4,-32.75149357554187,73,Gefallen
5,-31.636924498010885,71,Gefallen
6,2948.748204601739,5000,Timeout
7,-20.995046413464124,76,Gefallen
8,2944.543952968561,5000,Timeout
9,2949.860653653684,5000,Timeout
10,2995.891358912886,5000,Timeout
11,2987.720545373934,5000,Timeout
12,-56.59855307652712,62,Gefallen
13,2955.040886443521,5000,Timeout
14,2993.4638497584992,5000,Timeout
15,2930.059023843007,5000,Timeout
16,-27.40272737084618,73,Gefallen
17,3030.4987262781187,5000,Timeout
18,-55.87191010945557,64,Gefallen
19,2919.982214074583,5000,Timeout
20,2896.150261218971,5000,Timeout
21,3049.019104920608,5000,Timeout
22,2863.7776881639556,5000,Timeout
23,2880.204519468894,5000,Timeout
24,2957.845907584789,5000,Timeout
25,2944.8444486422973,5000,Timeout
26,2936.0147315127037,5000,Timeout
27,3122.7211551479327,5000,Timeout
28,-53.58538237796737,67,Gefallen
29,3016.802420708738,5000,Timeout
30,2881.718715741456,5000,Timeout
